age;gender;loan_balance_0m
50;Ì;31583.07
34;Ì;0
55;Ì;0
37;Ì;0
28;F;206416.06
29;F;0
32;F;0
42;F;969959.5
63;F;0
36;F;0
35;F;0
24;Ì;0
47;Ì;47666.57
47;Ì;0
29;Ì;4684.1
30;F;522078.08
52;F;42908.03
47;F;0
51;F;0
61;Ì;0
23;Ì;0
59;Ì;0
33;Ì;31740.01
56;Ì;0
30;Ì;632563.46
60;Ì;0
45;F;0
38;F;0
36;Ì;0
44;Ì;0
51;F;430247.04
37;Ì;0
40;Ì;0
45;Ì;0
41;F;0
23;F;0
61;Ì;0
51;F;0
57;Ì;0
46;Ì;395958.38
48;F;360725.3
39;F;40460.89
37;F;0
64;Ì;0
29;Ì;0
53;F;0
48;Ì;0
62;F;0
26;F;0
22;Ì;0
37;Ì;0
27;F;0
46;Ì;0
71;Ì;0
72;F;0
36;Ì;0
43;F;117392.68
55;Ì;0
58;F;0
47;Ì;0
68;F;0
33;F;0
56;Ì;199035.1
60;Ì;0
33;Ì;0
71;F;0
30;Ì;0
48;F;0
24;Ì;693165.3
62;F;0
41;F;0
57;F;0
42;Ì;197919.2
35;F;9054.86
56;F;0
33;F;0
52;F;352544.39
46;Ì;0
23;F;0
21;F;0
58;F;0
32;F;0
35;F;129928.8
32;F;0
46;Ì;0
22;Ì;0
30;Ì;0
46;Ì;0
32;Ì;0
33;F;0
22;F;0
29;Ì;0
46;F;556570.49
22;Ì;0
39;F;0
30;Ì;0
44;Ì;0
52;Ì;619243.41
38;Ì;308932.33
62;Ì;0
24;;0
30;F;0
37;F;0
32;Ì;21840.51
56;Ì;290707.25
34;Ì;0
22;Ì;0
45;F;0
33;F;0
40;Ì;0
25;Ì;0
29;Ì;0
40;Ì;0
42;Ì;0
30;Ì;0
46;Ì;692140.74
49;F;434129.66
60;Ì;0
23;Ì;0
35;Ì;0
41;F;0
48;F;0
29;F;557574.21
38;Ì;0
51;F;413163.71
71;F;0
28;Ì;0
64;Ì;0
28;F;0
44;Ì;0
41;Ì;0
28;F;0
44;Ì;4202.61
63;F;0
34;F;0
32;F;0
30;F;330151
59;Ì;201327.44
40;Ì;0
34;Ì;0
51;F;0
31;F;0
37;F;5905.75
19;F;0
21;F;0
31;F;0
23;F;0
44;F;0
63;F;0
60;F;34664.41
48;F;0
45;F;0
29;F;0
41;F;0
48;F;0
31;Ì;0
42;F;0
59;F;0
63;F;0
29;F;0
41;F;0
31;Ì;0
35;F;0
57;F;0
54;F;0
34;F;5500.45
42;Ì;0
41;Ì;0
57;Ì;467091.34
54;Ì;0
31;Ì;0
34;Ì;0
36;Ì;0
39;Ì;113707.24
43;Ì;0
34;Ì;0
31;Ì;0
29;Ì;0
40;Ì;0
48;Ì;0
57;Ì;0
42;Ì;85997.44
49;Ì;0
52;Ì;0
42;Ì;0
58;F;266598.57
70;F;0
42;F;0
33;F;0
37;Ì;0
41;Ì;0
52;Ì;0
37;Ì;242813.28
29;Ì;0
38;Ì;0
31;Ì;0
53;Ì;0
32;F;312161.72
47;Ì;0
38;Ì;49184.33
28;F;0
39;F;0
32;Ì;1220.52
23;Ì;0
36;Ì;0
57;F;0
37;Ì;0
43;F;0
47;F;213913.82
22;F;0
53;Ì;290923.22
66;Ì;0
44;Ì;0
31;F;2771.57
34;Ì;0
21;Ì;0
71;;0
45;F;0
38;F;169594.15
70;Ì;0
49;Ì;70701.88
57;Ì;60577.91
22;Ì;0
31;F;0
18;F;0
27;F;0
33;Ì;0
54;Ì;0
45;F;0
38;F;0
30;Ì;0
27;F;0
36;F;0
23;F;0
50;Ì;0
16;Ì;0
21;Ì;0
17;F;0
65;Ì;0
25;Ì;579819.43
88;F;0
20;F;0
30;Ì;0
64;Ì;0
51;Ì;828706.37
23;F;0
63;Ì;36557.58
56;F;0
27;F;0
23;F;0
38;F;0
34;F;0
18;F;0
39;Ì;0
80;F;0
55;Ì;30464.6
47;F;0
40;Ì;0
47;Ì;61672.38
54;Ì;0
19;F;0
43;F;0
34;F;0
61;F;45958.13
26;F;120589.56
38;F;0
31;F;0
20;F;0
32;F;327706.48
39;Ì;0
36;Ì;0
60;Ì;0
58;Ì;0
31;Ì;0
31;F;0
65;F;0
46;F;0
48;F;44355.24
57;F;0
58;F;0
28;F;0
74;F;0
63;F;0
40;F;0
59;F;0
67;Ì;0
46;Ì;0
43;Ì;0
46;F;0
46;F;2461.42
56;F;304697.93
44;F;0
55;F;0
27;Ì;0
49;F;80750
47;F;0
45;F;24735.47
35;F;209879.21
36;F;0
25;F;0
48;Ì;0
54;Ì;0
50;Ì;0
60;Ì;171862.81
27;Ì;0
32;F;0
65;Ì;0
34;Ì;0
71;Ì;0
29;Ì;0
60;Ì;0
54;Ì;51857.85
56;Ì;0
44;Ì;924304.84
39;Ì;108257.52
31;Ì;0
36;Ì;0
31;Ì;0
34;Ì;0
48;Ì;0
50;Ì;0
21;Ì;0
32;F;227329.49
28;F;0
50;Ì;0
63;F;0
48;Ì;345913.11
82;F;0
49;F;0
61;Ì;0
63;F;0
46;Ì;67112.19
41;F;0
46;F;0
80;F;0
43;Ì;40532.63
57;Ì;608988.16
54;F;0
49;F;0
34;F;0
55;F;0
67;Ì;0
52;Ì;0
32;Ì;0
26;Ì;0
23;Ì;0
67;F;0
25;F;0
31;F;4300.36
19;F;0
39;F;0
21;F;0
36;F;0
36;F;555640.75
31;F;275540.83
42;F;0
47;F;0
19;Ì;0
30;Ì;332846.13
40;Ì;0
42;Ì;0
47;Ì;0
68;F;0
53;F;0
42;F;0
39;F;240530.99
24;Ì;0
45;Ì;0
32;F;5756.27
55;F;0
54;F;0
51;F;0
58;F;194671.09
44;F;0
65;F;0
35;F;0
43;Ì;0
44;Ì;0
49;Ì;0
31;Ì;0
32;Ì;0
56;Ì;1258534.03
69;Ì;0
38;Ì;0
19;Ì;0
62;Ì;0
33;Ì;0
41;Ì;0
33;Ì;434560.66
37;Ì;0
55;Ì;0
36;Ì;0
51;F;0
59;Ì;0
32;Ì;0
54;Ì;0
18;F;0
32;F;0
29;F;0
29;F;0
78;F;0
58;Ì;72366.57
43;F;0
72;F;0
24;Ì;0
27;Ì;212407.11
28;Ì;0
41;Ì;0
56;Ì;0
65;F;0
59;Ì;0
55;F;0
39;F;0
50;Ì;0
64;Ì;0
32;F;0
43;Ì;2170
47;Ì;0
62;Ì;0
25;F;79731.57
34;F;0
19;F;0
46;F;0
38;F;0
49;F;0
38;F;794955.65
47;Ì;0
55;F;0
47;F;0
38;F;31997.91
42;F;0
45;Ì;0
28;F;0
29;F;0
32;Ì;127092.16
48;Ì;0
44;Ì;1510124.62
45;Ì;0
54;Ì;0
43;Ì;521273.4
41;Ì;108670.84
57;Ì;0
59;Ì;0
53;Ì;0
45;Ì;0
51;Ì;0
18;Ì;0
47;F;0
46;Ì;0
49;Ì;0
27;F;0
61;Ì;0
28;Ì;0
46;Ì;0
42;Ì;0
26;F;0
42;F;0
57;Ì;0
26;F;0
40;F;0
34;F;0
59;F;37262.36
44;F;0
58;Ì;0
53;Ì;0
33;F;0
56;F;136329.29
30;Ì;621461.38
29;F;0
40;F;0
61;F;0
33;Ì;0
33;Ì;92440.63
32;Ì;0
47;F;0
19;F;0
28;Ì;0
44;Ì;175563.34
31;F;0
24;Ì;0
39;Ì;149788.13
43;F;0
37;Ì;0
49;F;0
55;F;0
43;Ì;145329.29
39;F;0
34;Ì;145393.95
34;F;0
25;;0
28;Ì;273486.02
41;Ì;0
56;F;22734.13
26;Ì;0
52;F;0
53;F;0
19;Ì;0
33;Ì;0
26;F;400670.39
38;Ì;0
33;Ì;0
55;Ì;0
28;Ì;0
48;F;0
29;F;0
61;F;0
18;F;0
41;F;0
41;F;0
41;F;1970.39
45;F;0
37;F;0
52;F;766800.29
24;F;0
32;F;0
40;F;0
40;F;0
59;F;15775.55
52;F;0
42;F;0
48;Ì;21777.4
29;Ì;437716.22
38;F;32338.25
28;F;0
35;F;0
38;F;0
41;F;95834.82
32;F;0
35;F;358299.74
57;Ì;0
61;Ì;0
33;Ì;312420.42
55;Ì;979720.34
39;F;3421261.67
48;Ì;492776.01
36;F;826527.49
42;F;0
28;F;0
26;F;0
23;Ì;0
37;Ì;0
47;F;0
60;Ì;166913.23
18;Ì;0
43;F;185934.45
31;Ì;17376
28;Ì;0
44;F;0
55;Ì;0
24;F;0
28;F;0
46;Ì;0
21;Ì;0
48;F;0
59;Ì;0
28;Ì;0
20;F;0
39;F;0
30;F;0
28;Ì;0
40;F;1832.71
35;F;56022.09
43;Ì;1796567.48
55;Ì;0
45;Ì;0
36;F;0
33;Ì;0
37;F;1393.82
34;F;0
45;F;0
49;F;138914.47
41;F;921771.08
46;Ì;253433.62
24;Ì;0
39;F;0
49;F;0
31;F;0
52;F;0
24;F;0
56;F;0
60;Ì;0
38;Ì;0
47;Ì;214780.35
54;Ì;0
26;Ì;0
54;Ì;0
31;Ì;0
27;Ì;0
44;F;734299.59
54;Ì;0
44;F;0
59;Ì;0
34;Ì;0
30;Ì;0
35;Ì;0
62;Ì;0
42;F;0
24;F;0
35;Ì;0
39;F;240.93
65;Ì;0
49;F;0
60;F;11283.84
40;Ì;0
42;;0
63;F;0
46;F;0
45;F;0
41;Ì;0
32;F;0
38;F;918753.37
53;F;1351986.94
36;Ì;0
54;Ì;0
33;Ì;0
58;Ì;0
53;Ì;50707.22
36;Ì;0
37;Ì;0
50;F;0
42;Ì;0
30;Ì;0
44;Ì;0
70;Ì;0
30;Ì;0
47;Ì;0
26;Ì;0
57;Ì;0
59;F;0
55;Ì;0
47;Ì;152546.18
46;Ì;67848.7
28;Ì;0
34;F;0
39;Ì;0
33;Ì;183019.03
71;F;0
37;F;138046.15
55;Ì;0
64;F;0
47;F;0
23;Ì;30755.97
42;F;0
40;F;0
36;Ì;0
38;F;0
31;Ì;0
29;Ì;0
35;F;0
42;Ì;0
30;Ì;0
39;Ì;0
46;F;0
43;F;0
37;F;0
29;F;0
41;Ì;0
49;Ì;0
57;Ì;13918.94
33;F;0
43;F;0
46;F;0
32;F;0
48;F;1876913.13
40;F;33857.25
38;Ì;0
40;F;127486.07
34;F;0
41;F;0
37;F;145859.26
21;F;0
51;Ì;0
37;F;100428.9
54;Ì;77437.25
32;;0
22;F;0
38;Ì;11515.37
38;F;0
61;Ì;387132.19
60;Ì;0
40;Ì;0
37;F;0
25;F;0
37;F;0
37;Ì;0
28;Ì;0
58;Ì;671985.32
48;Ì;464761.27
27;F;0
57;Ì;0
50;F;39184.67
44;Ì;5057.39
34;F;0
20;F;0
54;Ì;215699
47;Ì;0
38;F;0
57;Ì;0
30;F;0
53;F;0
47;F;0
41;Ì;0
72;F;0
58;F;0
48;Ì;24610.66
39;F;0
50;F;0
62;Ì;0
47;F;0
54;F;0
38;Ì;0
21;F;0
50;Ì;0
25;F;0
26;Ì;799735.74
39;Ì;57794.11
29;Ì;0
51;F;105665.56
42;Ì;0
52;Ì;0
34;F;90813.26
22;F;0
58;Ì;0
31;Ì;326932.92
33;F;0
35;Ì;0
47;F;0
30;Ì;0
29;Ì;0
25;F;8637.9
59;F;88831.55
30;F;0
39;F;0
54;F;0
30;Ì;238414.15
39;F;0
56;Ì;0
24;Ì;0
60;F;0
26;F;0
39;F;0
44;Ì;142925.8
30;F;4954.85
20;F;0
47;Ì;0
50;Ì;0
54;Ì;0
40;Ì;0
44;Ì;910593.75
60;Ì;1387075.62
35;Ì;203023.72
34;F;43786.1
51;F;335393.1
30;Ì;0
35;Ì;0
67;Ì;0
37;F;485608.96
44;F;0
36;Ì;0
38;Ì;0
26;Ì;0
49;Ì;0
28;Ì;0
25;;0
46;Ì;0
50;F;0
54;Ì;0
58;F;9004.85
39;F;0
51;F;155160.08
38;Ì;173516.34
49;Ì;1136262.34
57;F;196891.4
48;F;15499.26
49;F;0
56;Ì;245269.05
20;Ì;0
55;Ì;0
25;F;0
31;Ì;425578.62
48;Ì;0
46;F;0
41;Ì;0
55;F;0
37;F;0
47;Ì;0
27;Ì;0
26;F;0
29;F;102969.13
36;Ì;0
70;F;0
39;Ì;196729.74
40;Ì;0
35;F;1013856.56
42;F;0
60;F;249193.84
33;F;0
26;F;33844.41
35;F;0
40;F;0
44;Ì;1212573.69
50;Ì;467755.58
36;Ì;0
46;Ì;0
39;Ì;0
50;F;0
29;F;51344.59
35;Ì;91426
54;F;0
39;Ì;0
65;F;0
60;Ì;0
52;F;0
59;F;0
34;Ì;0
40;F;0
21;F;0
35;F;0
32;F;0
18;F;0
55;F;0
57;F;0
68;F;0
36;F;0
35;F;0
53;F;0
64;Ì;0
30;F;260474.99
45;F;0
53;F;0
52;F;332544.9
44;F;0
46;Ì;0
37;Ì;0
36;Ì;0
34;Ì;0
54;Ì;0
29;Ì;0
57;F;0
33;F;0
41;Ì;310937.07
42;Ì;0
29;F;0
38;Ì;0
30;Ì;0
36;Ì;1017875.41
56;Ì;0
40;Ì;22647.43
33;F;0
64;;0
41;F;0
32;F;0
45;F;0
63;Ì;0
41;F;10377.19
28;Ì;0
55;F;0
52;Ì;0
62;Ì;277037.13
76;F;0
27;Ì;166730.63
30;Ì;0
57;Ì;0
52;F;0
42;F;0
35;F;0
71;F;0
52;F;469311.46
37;F;0
23;F;0
41;Ì;0
56;F;0
53;F;0
30;F;0
47;Ì;0
45;Ì;148463.99
34;Ì;0
38;Ì;0
64;Ì;0
54;Ì;0
43;F;0
56;F;0
71;Ì;0
23;F;0
58;Ì;83134.01
47;Ì;0
31;F;0
45;F;0
25;Ì;0
24;F;0
28;F;8756.81
58;Ì;40673.09
56;Ì;0
44;Ì;0
35;Ì;0
44;Ì;195168.4
45;Ì;0
26;Ì;0
37;F;0
47;Ì;60091.83
40;F;226375.91
31;F;0
36;F;0
32;F;55798.82
23;F;0
56;F;0
31;F;0
39;F;0
55;F;0
59;Ì;0
38;Ì;868554.86
37;Ì;1724072.21
45;F;0
25;Ì;0
25;F;0
58;F;0
36;Ì;85553.1
60;Ì;0
34;Ì;0
44;F;802071.99
40;F;0
32;F;0
37;F;0
58;F;0
39;F;0
45;Ì;0
62;Ì;111199.54
41;Ì;0
38;Ì;0
43;Ì;989062.72
29;Ì;0
52;Ì;121566.37
23;Ì;0
30;F;0
43;Ì;0
62;Ì;88744.53
44;F;0
21;Ì;0
60;Ì;0
22;F;0
60;F;0
55;F;47419.51
52;F;0
46;F;0
55;Ì;174148.56
45;Ì;0
60;Ì;0
24;F;0
18;F;0
68;F;17100.67
26;Ì;209999.01
57;Ì;0
57;Ì;0
41;Ì;0
61;Ì;14213.98
21;F;0
81;F;0
38;Ì;0
43;F;89995.09
36;F;0
46;F;335758.38
63;Ì;0
33;Ì;0
43;Ì;77590.75
56;F;0
31;F;0
50;Ì;0
32;Ì;0
69;Ì;0
31;F;31517.78
43;Ì;0
48;Ì;0
57;F;34516.11
27;F;0
44;F;0
36;F;0
56;Ì;0
41;Ì;0
66;Ì;0
50;F;0
27;Ì;0
32;F;9396.36
69;F;0
35;F;0
34;Ì;0
37;Ì;0
35;Ì;70660.05
42;Ì;6223.5
32;Ì;532117.71
40;F;867671.76
58;F;0
58;Ì;0
57;F;402950.66
53;F;0
53;F;0
30;Ì;0
25;Ì;0
56;Ì;27029.21
33;F;0
33;F;0
25;Ì;0
23;Ì;0
60;Ì;0
71;Ì;0
37;Ì;804279.82
29;Ì;0
27;F;0
42;Ì;0
28;Ì;0
50;F;0
47;F;0
26;Ì;0
33;Ì;108573.75
45;F;91080.93
60;Ì;0
30;Ì;0
25;F;0
44;F;0
28;F;0
46;F;0
46;F;75512.49
36;F;0
36;F;0
46;Ì;0
39;Ì;0
28;Ì;0
27;Ì;0
39;Ì;0
27;Ì;907351.21
30;Ì;1044285.3
47;Ì;396958.77
54;Ì;0
32;Ì;735226.21
27;Ì;0
33;Ì;0
29;Ì;0
64;Ì;0
52;Ì;0
57;Ì;0
40;Ì;0
56;F;0
45;Ì;0
58;F;0
52;Ì;0
51;Ì;35797.04
51;Ì;0
58;Ì;0
55;Ì;0
28;F;0
56;F;0
54;F;390802.65
39;Ì;0
30;Ì;0
31;F;0
39;Ì;0
62;Ì;0
45;F;18162.5
54;F;1169555.05
28;F;0
38;F;0
17;F;0
34;Ì;0
55;Ì;0
22;;0
26;F;0
49;Ì;0
30;F;0
32;F;0
30;F;0
47;Ì;937884.19
58;F;84062.79
52;Ì;675682.12
27;F;0
31;F;16076.06
35;Ì;490315.68
22;F;0
49;Ì;388888.89
23;F;0
24;F;0
56;F;0
32;Ì;90544.54
24;;0
28;F;0
48;F;22547.65
45;F;0
31;F;0
30;Ì;405069.14
57;F;106408.65
31;F;0
46;F;0
48;Ì;0
28;F;0
34;Ì;0
28;F;0
43;Ì;0
34;Ì;0
49;Ì;0
63;Ì;0
37;F;424237.12
25;Ì;0
50;F;0
34;Ì;0
19;Ì;0
56;Ì;0
16;F;0
42;Ì;0
46;Ì;0
28;F;0
37;Ì;0
33;F;0
32;Ì;0
48;F;0
24;F;0
23;F;0
42;F;0
39;F;0
40;F;92698.21
25;Ì;0
45;F;0
50;F;0
48;F;0
60;F;0
40;Ì;136721.06
43;Ì;0
33;F;0
42;Ì;222656.93
30;Ì;984034.68
53;Ì;0
28;F;744288.05
41;Ì;0
33;F;336928.32
38;F;0
34;F;169870.55
35;;0
50;F;0
47;F;427171.78
50;Ì;571334.93
52;Ì;0
60;Ì;0
44;Ì;0
39;F;0
42;Ì;91345.25
46;F;0
22;F;0
57;F;0
18;F;0
36;Ì;81293.9
31;Ì;0
44;Ì;3193.7
21;Ì;0
48;F;331414.78
57;Ì;285569.68
19;Ì;0
47;Ì;0
47;F;551849.82
36;F;0
40;Ì;0
25;;0
35;Ì;0
25;F;0
45;F;498460.79
39;Ì;0
25;Ì;0
23;Ì;0
40;F;46791.7
34;F;0
40;Ì;15008.35
50;F;0
26;;0
42;F;0
30;Ì;18083.38
23;;0
50;Ì;0
32;Ì;0
48;Ì;0
56;F;0
18;Ì;0
35;Ì;0
30;Ì;0
64;F;8852.61
46;F;234016.88
31;F;0
43;Ì;0
47;Ì;0
40;F;0
39;Ì;0
31;F;0
43;F;0
19;F;0
44;F;0
59;F;0
38;F;0
41;F;0
61;F;0
26;Ì;0
36;Ì;0
63;Ì;0
50;F;0
21;Ì;0
29;;0
19;Ì;0
16;F;0
50;F;0
27;Ì;0
36;Ì;0
33;Ì;348836.39
23;Ì;0
38;Ì;0
63;F;0
45;Ì;0
59;Ì;123735.51
16;F;0
46;Ì;502793.3
30;Ì;0
52;Ì;0
31;Ì;407357.44
57;Ì;0
33;Ì;0
25;Ì;51052.78
40;F;0
43;Ì;2374989.09
27;Ì;0
21;Ì;0
41;Ì;0
48;F;0
41;F;0
45;;0
34;F;0
35;F;0
51;Ì;0
60;Ì;0
47;F;398706.71
34;Ì;14470.42
42;F;0
24;Ì;0
55;F;0
48;F;0
42;F;0
52;F;0
33;F;0
31;Ì;0
36;F;0
33;;1704042.29
25;;0
57;F;85748.34
35;Ì;0
59;Ì;0
57;F;11132.41
46;Ì;129709.73
59;Ì;2357069.48
57;F;35359.24
31;Ì;0
43;F;1072260.21
71;Ì;0
34;F;229976.14
29;Ì;0
37;F;843479.31
36;Ì;0
38;;0
54;F;0
65;Ì;0
24;Ì;0
51;Ì;0
25;F;0
59;F;0
58;Ì;0
59;F;0
55;F;0
51;F;117186.09
39;Ì;601483.07
22;Ì;0
44;Ì;0
58;Ì;0
53;F;0
31;F;0
46;Ì;0
71;F;0
28;Ì;0
68;;0
64;F;0
56;F;0
54;F;0
23;Ì;0
53;F;0
18;F;0
16;Ì;0
44;Ì;317073.19
57;F;0
44;F;0
60;F;0
25;F;0
58;Ì;408675.83
40;Ì;0
59;F;0
22;F;0
23;Ì;0
26;F;0
54;Ì;100433.38
58;F;153721.72
30;F;0
28;F;0
37;F;0
40;Ì;0
47;Ì;0
56;F;0
66;F;0
44;Ì;0
25;Ì;0
47;Ì;39306.52
36;F;0
64;F;0
43;F;0
31;F;449812.65
63;Ì;0
37;Ì;0
35;Ì;0
54;F;419753.29
33;F;0
21;F;0
51;F;0
37;F;34971.45
59;F;0
38;F;0
58;Ì;0
37;Ì;0
49;Ì;0
40;Ì;0
30;Ì;0
53;Ì;1186545.74
49;F;0
35;Ì;0
56;F;0
42;F;0
42;Ì;0
48;F;0
54;Ì;0
62;F;0
24;Ì;0
57;Ì;0
30;Ì;1263352.76
71;Ì;0
42;F;0
43;F;0
50;Ì;0
35;F;0
32;Ì;0
54;F;0
41;Ì;0
40;F;0
19;Ì;0
49;F;0
27;F;974916.74
20;Ì;0
66;Ì;0
37;Ì;0
54;F;0
32;Ì;0
47;Ì;0
41;F;0
52;Ì;0
53;Ì;0
27;F;0
54;F;193461.63
63;Ì;0
51;F;506841.91
56;Ì;0
50;F;0
25;F;0
36;F;0
28;F;0
43;Ì;0
62;Ì;99898.89
63;Ì;0
21;Ì;0
22;Ì;0
29;Ì;0
48;Ì;150207.45
55;Ì;0
39;Ì;843030.13
31;F;0
31;Ì;0
30;Ì;0
36;Ì;1906987.06
27;F;0
58;F;84943.35
30;F;34989.68
48;F;0
42;F;0
29;Ì;0
47;Ì;0
47;F;0
28;F;0
59;F;60590.65
30;Ì;13500
19;Ì;0
59;F;199187.88
34;F;0
32;Ì;0
34;F;335506.12
72;F;0
27;Ì;1078809.45
38;F;0
34;F;0
56;F;0
52;F;0
45;F;0
47;F;0
30;F;0
44;Ì;0
43;F;0
50;F;0
60;F;56226.28
71;Ì;0
35;Ì;0
59;Ì;0
56;Ì;0
36;Ì;0
54;Ì;0
35;Ì;0
16;Ì;0
40;Ì;957620.91
47;Ì;0
59;Ì;0
38;F;0
49;Ì;0
25;F;0
54;F;0
25;Ì;0
50;F;0
22;Ì;34734.67
68;Ì;0
30;F;0
26;F;0
75;Ì;0
39;F;0
48;Ì;0
38;F;0
55;Ì;0
53;Ì;1249116.7
60;Ì;0
47;F;0
29;Ì;0
56;Ì;145760.96
29;F;0
38;F;0
41;Ì;0
51;Ì;0
45;Ì;0
40;Ì;158178.55
46;Ì;0
51;F;0
66;F;33106.78
64;F;0
47;Ì;0
32;Ì;0
55;F;0
45;Ì;0
24;Ì;0
52;Ì;0
61;F;0
51;Ì;0
27;Ì;0
20;Ì;0
34;Ì;241762.25
27;Ì;0
53;Ì;4936602.54
58;Ì;0
19;Ì;0
49;Ì;234671.71
64;F;0
37;Ì;0
30;Ì;872614.86
21;Ì;0
58;F;362592.82
39;F;0
20;Ì;0
29;Ì;0
50;Ì;474190.32
35;F;0
42;Ì;0
40;F;0
57;Ì;0
46;Ì;493019.18
40;Ì;0
38;Ì;0
50;F;66532.27
48;F;42282.12
29;F;0
25;F;0
33;Ì;93547.33
26;F;0
43;F;68138.16
33;Ì;184117.49
27;Ì;0
50;F;0
16;F;0
15;F;0
66;F;0
47;F;0
40;F;0
37;F;0
31;F;308902.24
42;Ì;0
35;Ì;0
14;Ì;0
31;Ì;0
47;Ì;586403.38
29;Ì;0
65;F;0
51;F;0
33;Ì;0
29;F;0
48;Ì;0
49;F;0
27;;0
53;F;850488.66
33;Ì;292239.08
19;Ì;0
34;Ì;0
28;F;0
53;Ì;0
33;Ì;0
48;Ì;0
28;Ì;0
20;F;0
27;Ì;0
27;F;0
29;F;0
47;F;0
29;F;163963.58
32;Ì;81339.03
34;F;0
51;F;0
52;F;0
27;F;0
43;F;0
27;F;0
58;Ì;0
35;Ì;698548.86
18;Ì;0
37;Ì;0
33;F;0
31;Ì;401442.78
35;Ì;0
48;F;0
32;Ì;0
26;Ì;0
33;Ì;153260.81
38;Ì;0
66;Ì;0
46;Ì;0
42;F;0
25;;0
40;Ì;668335.89
26;;0
26;;0
39;Ì;0
38;Ì;0
40;F;0
35;F;0
19;Ì;0
62;F;0
37;F;0
32;Ì;0
46;Ì;0
80;F;0
29;Ì;0
31;Ì;0
34;Ì;101404.87
45;Ì;246631.64
48;F;0
32;F;0
24;F;766879.31
21;Ì;0
27;Ì;0
36;Ì;0
46;Ì;0
31;Ì;0
29;Ì;0
60;F;127334.2
34;Ì;0
37;Ì;0
47;Ì;0
55;F;395896.44
30;F;0
39;F;368361.42
42;F;0
36;Ì;0
53;Ì;511993.03
39;Ì;0
58;Ì;685435.12
31;F;1046911.65
51;Ì;73719.68
69;Ì;0
40;F;0
53;F;165909.45
33;F;0
23;;0
40;F;0
59;F;1189995.92
33;Ì;0
43;F;472633.97
24;;0
41;Ì;0
40;F;11503.13
34;Ì;0
52;F;0
29;F;0
44;Ì;2505843.41
46;F;66856.72
44;Ì;0
48;F;0
59;Ì;0
24;;0
74;Ì;0
26;;0
33;Ì;0
50;Ì;0
50;Ì;1071973.54
45;Ì;0
28;F;0
57;Ì;100554.78
51;Ì;21631.23
27;Ì;0
45;F;0
40;Ì;0
25;;0
29;;0
43;Ì;0
48;F;97219.48
25;Ì;0
36;F;332870.74
37;F;0
43;F;0
25;F;0
32;Ì;0
40;Ì;0
36;F;0
40;F;272854.65
33;Ì;0
31;Ì;0
41;F;0
29;F;0
24;F;0
35;Ì;0
40;Ì;0
40;Ì;0
28;F;0
30;F;372126.62
28;Ì;0
57;F;0
56;F;0
44;Ì;3896227.91
34;Ì;0
69;Ì;0
59;Ì;0
37;F;0
58;Ì;303542.97
28;Ì;0
32;Ì;45000.06
48;Ì;0
31;Ì;0
38;F;824136.71
44;Ì;0
46;F;0
50;Ì;716324.37
50;F;0
38;Ì;0
48;F;50588.84
50;F;47621.86
40;F;693565.12
41;F;0
28;F;0
41;Ì;380422.04
63;Ì;0
45;F;823833.5
27;F;0
45;F;0
56;F;1026338.52
30;Ì;0
33;Ì;550827.24
19;Ì;0
39;Ì;0
30;Ì;0
27;Ì;0
21;Ì;0
58;F;0
35;F;0
54;F;0
42;Ì;0
34;F;0
28;F;0
37;F;0
35;F;0
49;F;0
39;F;0
38;F;0
59;Ì;0
39;Ì;823040.64
47;Ì;522118.28
60;Ì;0
47;Ì;0
36;F;0
45;F;0
27;F;0
60;F;488271.42
58;F;378083.43
43;Ì;0
36;F;0
52;Ì;0
31;Ì;0
49;Ì;0
20;Ì;0
27;Ì;0
55;Ì;1072107.1
33;F;0
43;F;76464.92
32;F;987972.58
36;Ì;0
54;Ì;0
32;Ì;0
44;Ì;0
27;Ì;0
64;Ì;0
76;F;0
46;Ì;0
28;Ì;0
33;Ì;0
35;Ì;0
59;F;0
42;Ì;0
33;Ì;14166.74
49;F;0
31;F;0
37;Ì;0
26;Ì;0
54;F;0
47;F;0
54;Ì;0
52;F;0
45;F;0
19;Ì;0
29;Ì;490331.85
32;Ì;1029101.06
37;Ì;0
24;Ì;0
19;Ì;0
35;Ì;992967.4
29;Ì;0
24;Ì;0
40;F;0
28;F;0
70;Ì;0
29;F;0
37;Ì;0
58;Ì;0
58;F;52785.29
17;Ì;0
51;F;1052401.13
34;F;0
42;Ì;0
26;Ì;0
40;Ì;0
34;F;87737.86
42;F;0
40;Ì;0
62;Ì;0
30;F;0
51;Ì;0
17;Ì;0
39;F;0
36;F;0
31;Ì;239493.07
42;F;135863.64
40;F;0
28;F;0
57;Ì;0
44;Ì;0
24;Ì;0
43;Ì;171510.75
33;F;0
40;F;0
33;F;19029.94
42;Ì;203100
38;Ì;0
54;Ì;0
37;Ì;0
48;Ì;931049.38
19;Ì;0
55;Ì;0
56;Ì;36008.79
22;F;0
31;F;0
47;Ì;598563.15
52;Ì;0
33;F;129817.51
34;Ì;0
46;Ì;0
39;Ì;0
44;F;0
35;Ì;0
55;F;74778.45
37;Ì;0
39;Ì;0
28;F;0
35;Ì;0
27;Ì;0
31;Ì;0
35;Ì;239018.87
54;F;0
55;Ì;0
34;F;368097.49
51;F;0
64;Ì;0
19;Ì;0
29;Ì;0
66;Ì;0
27;F;0
33;Ì;85703.39
